dataset	regnet	knownmodules	F1rp	F1rprr	F1rr	F1ss	consensus	fmeasure_flowcap	fmeasure_wiwie	precision	recall	recovery	relevance	sensitivity	specificity	vmeasure_wiwie	F1rp_std	F1rprr_std	F1rr_std	F1ss_std	consensus_std	fmeasure_flowcap_std	fmeasure_wiwie_std	precision_std	recall_std	recovery_std	relevance_std	sensitivity_std	specificity_std	vmeasure_wiwie_std
ecoli_colombos_operon	ecoli_regulondb_operon	mcl3	0.005564737918020346	0.11945349745926047	0.0896843830607137	0.17906815777136967	0.0798898179051766	0.1164939209183141	0.09185125628140704	0.004113478031171688	0.008633417384174558	0.09428415323757447	0.08552092753453991	0.1468848330318919	0.22934671249718186	0.40861499593610895	0.00024066524295879155	0.00690117795200077	0.006663611421874038	0.004521347973288322	0.004492246205884885	0.0046134912072806535	0.010267562443374869	7.160874629018737e-05	0.0008524173773911951	0.007750170372239569	0.0057437761860963405	0.0027674389909007084	0.008098633918266698	0.02382488911988169
ecoli_colombos_operon	ecoli_regulondb_operon	minimal	0.017538047862375915	0.17049703848811013	0.11538395774969308	0.3264034648389034	0.10237630255999287	0.30747185613731026	0.11697127937336815	0.016851764759892442	0.018282601359362417	0.11502964379282506	0.11574046116405312	0.3252720588678756	0.3275427691063025	0.1483056875110931	0.0012157745	2.9084088592187562e-09	0.0014443343	0.0054074647	1.4542044296093781e-09	0.006033273100000001	1.4542044296093781e-09	0.0015707884	0.0	2.9084088592187562e-09	1.4542044296093781e-09	0.006568890500000001	7.1241176684760675e-09	2.0565556268166127e-09
ecoli_colombos_operon	ecoli_regulondb_operon	strict	0.002939166821808655	0.10109261940389458	0.08508846561240506	0.12451185577580005	0.037613378684807255	0.08664436123646088	0.09438202247191008	0.001962211266594752	0.00585357302224772	0.13338293650793648	0.062469789549190365	0.08610030842173695	0.22480158730158725	0.6542230347710187	0.0004923109	0.0	0.0028304626	2.518755956675161e-09	0.001854664	0.0017477419	3.2516999577878768e-09	3.213368166900957e-11	1.1131433856993856e-10	4.5985981810716365e-09	1.2593779783375807e-09	2.0565556268166127e-09	6.5033999155757535e-09	0.0
ecoli_colombos_operon	ecoli_regulondb_operon	tc1	0.0098328154162498	0.12677885160054053	0.08913264749677145	0.21981412433570888	0.06967273477142816	0.14064661615761853	0.131697015441509	0.008417382722129581	0.011825343222217913	0.0924592233837322	0.08607429550648686	0.1933422137903727	0.2546910841808852	0.2417200195479325	0.00036474456942808283	0.00020348808862906832	0.0014438211098093212	0.00680125122426502	0.0006965841675344753	0.0023527462086488245	0.0011220936384404737	0.000414420176110109	0.000247459608616949	0.0030536542469106146	0.00012755070643526988	0.00543319826577566	0.008818876551366733	0.005330467202536116
ecoli_colombos_operon	ecoli_regulondb_operon	tc2	0.016176163763007866	0.1356564574223901	0.08694360021207825	0.3085689985233549	0.07775827705843018	0.28424137017836576	0.12901625058886634	0.017946063609106708	0.014737741650979522	0.08584686249387853	0.0880701263540279	0.3282494610871439	0.29111513320592003	0.11800944438820613	0.0009415679039018807	0.005536968103347832	0.0038743974876583264	0.008555132462337073	0.0004996173289900861	0.00581125912090244	0.0017568537742361015	0.0005782326502648705	0.0011858000635470132	0.00407751325054748	0.003660795742456045	0.009303396231189904	0.007912026985449383	0.0035244637158368193
ecoli_colombos_operon	ecoli_regulondb_operon	tc3	0.009116053664369666	0.11644285560175766	0.0774268605041919	0.2347201668575729	0.05525518086212475	0.13727062174575405	0.10563798219584572	0.008603030035508451	0.00969414355660336	0.07726406991638078	0.0775903385196491	0.2145915561613236	0.2590157510365305	0.2058658616358113	0.0	3.2516999577878768e-09	0.0059471629000000005	0.0023618226999999998	0.0067207985	2.9084088592187562e-09	0.0113925647	0.0011747197	0.0013700754	0.0	0.0	0.0052098339	0.0013317767	2.9084088592187562e-09
ecoli_dream5	ecoli_regulondb	ap1	0.0051315562	0.098181006	0.0728859674	0.1503964643	0.0412114388	0.10364043449999999	0.0733764308	0.005908755	0.0045435592	0.0772956001	0.0689565496	0.1713274143	0.1341541185	0.3552336225	0.00010043360000000001	0.0007992178	0.0010028133999999999	0.0008199135000000001	0.0018992376	0.002125561	0.005683466999999999	0.0001455103	0.000212694	0.0013646741	0.0008369192	0.0056029128	0.0022771651000000003	0.011498723899999999
ecoli_dream5	ecoli_regulondb	ap2	0.020149343899999998	0.1590406542	0.1495716397	0.17011356670000002	0.1038777127	0.0672692322	0.0940563049	0.0189321379	0.022048628100000002	0.1611612602	0.1403102342	0.24943386239999998	0.1294102523	0.48237612729999996	0.0017608974	0.0100990756	0.0060881654000000006	0.0159256727	0.0169603057	0.0024413063	0.009709243900000001	0.0027943855	0.0024961626	0.0135199175	0.0078119956999999985	0.0326369166	0.0099544111	0.0718980322
ecoli_dream5	ecoli_regulondb	ap3	0.0044491522	0.0921091239	0.0673780252	0.1455730083	0.0384070848	0.1008714177	0.0706229156	0.0051708524	0.0039092227	0.0713697979	0.0638318861	0.1704874164	0.1274036815	0.3147564621	0.000184274	0.0018043061	0.0012190866999999999	0.0043243761	0.0025461699	0.0023671462	0.0053151084	0.0001732077	0.00023761599999999998	0.0011369902000000001	0.0017653019	0.0073412007999999985	0.007735149	0.012668366100000002
ecoli_dream5	ecoli_regulondb	mcl1	0.003596095	0.094578976	0.0694444535	0.1484214761	0.0542463843	0.0990866582	0.0691667793	0.0026425837	0.0056340306	0.0691492719	0.0697947514	0.1212931846	0.1916187719	0.3396999634	0.0001817086	0.0017716048	0.0017918925	0.0049320217	0.0046090236	0.0026363043	0.009819808499999999	0.00013566280000000002	0.00035250129999999996	0.002156883	0.0023681567	0.005365363000000001	0.0091562697	0.0118844085
ecoli_dream5	ecoli_regulondb	mcl2	0.0030408999	0.0974041707	0.076151657	0.13516448679999998	0.053049079299999996	0.0953381817	0.0804621917	0.0022838916	0.0045688616	0.0815974877	0.0714047074	0.1161014124	0.1619315463	0.4344096526	0.0002214366	0.0025102411	0.0017260626999999998	0.0050395933	0.0036432596	0.0040419455	0.0042526315	0.0001750779	0.00042122629999999996	0.0019595295	0.0019201685	0.004965693	0.0076589236	0.011046954199999999
ecoli_dream5	ecoli_regulondb	mcl3	0.00356944	0.09314805529999999	0.0679591126	0.1481154233	0.0530445508	0.0974719931	0.0686380749	0.0026502738	0.0054861542	0.0678315001	0.0681057171	0.121320493	0.1904753022	0.3413100166	0.00017102580000000005	0.0020701457	0.0014124844	0.0055953923	0.004771088	0.0022518333	0.0057685831	0.0001355685	0.0004236662	0.0017650164999999996	0.001507215	0.0059901226	0.0083018493	0.0076298753
ecoli_dream5	ecoli_regulondb	minimal	0.01183656052731061	0.13633351711803726	0.08814658208543139	0.30131556477240745	0.07295054848356763	0.27568059613049034	0.08832444174949174	0.012264934522169861	0.011456238087710345	0.08886737560984602	0.08746287627677646	0.29661469320856115	0.30670371674075814	0.1226898620359223	0.0007520068697666823	0.00426908632704616	0.0033629399285245	0.010767506399880344	0.0027322878557623394	0.008709015757592876	0.004127096885588206	0.0010456690953347145	0.0005911919342125458	0.003606267267617487	0.0034716036297869025	0.01640811144324507	0.010692965727090192	0.003600055604092633
ecoli_dream5	ecoli_regulondb	strict	0.0018634004999999998	0.0819183414	0.06427470589999999	0.1132303319	0.026617295	0.0725197223	0.06955918059999999	0.0013662069	0.0029573615	0.0915034684	0.0496258339	0.0872586555	0.1633596561	0.49191462049999995	0.0001865643	0.0034492486	0.0034465537	0.0060118535999999995	0.0040594785	0.0029682369	0.0061302894	0.00015496040000000002	0.00035128949999999997	0.0044051477000000006	0.0036039528000000004	0.008471049599999999	0.012024516599999998	0.0165787626
ecoli_dream5	ecoli_regulondb	tc1	0.006180273399999999	0.1049331018	0.0709609859	0.20280756879999998	0.048144710300000004	0.11738120869999999	0.0823215699	0.005849128	0.0065616389	0.0774331655	0.0655162491	0.1925004265	0.21468581679999998	0.2160971314	0.000532251	0.0056441087	0.0052291921	0.0127279693	0.0053321076	0.0044699148	0.0040791708	0.0005300587	0.0006058547	0.0056247753	0.0050811909	0.0122370557	0.016341411200000003	0.007963801999999999
ecoli_dream5	ecoli_regulondb	tc2	0.0130122594	0.1176508053	0.0730837554	0.3017777514	0.0623004673	0.2899379751	0.0950484207	0.0122343884	0.0139033223	0.0736669801	0.0725163354	0.2834834767	0.3232267882	0.09934694849999999	0.0005870644	0.0026194293	0.0017922007	0.0093002035	0.0022297007	0.0059409415000000005	0.004422627100000001	0.0006846024	0.0005342397	0.0018678969	0.0018614857	0.0149287638	0.0097105692	0.003099544
ecoli_dream5	ecoli_regulondb	tc3	0.006386840600000001	0.10461870300000001	0.07117600339999999	0.1975813143	0.048897655899999996	0.1183822292	0.0848252475	0.0060138114	0.006813489200000001	0.07699033870000001	0.06620178980000001	0.18597177	0.21098723989999998	0.2200099939	0.0004231568	0.0045561127	0.0038809795000000003	0.0033317958	0.0039430658	0.0025168654	0.0029225546999999998	0.00039793440000000004	0.0004851486	0.004457093	0.0036419022	0.0058815095	0.0056463959	0.0048993044
ecoli_dream5_operon	ecoli_regulondb_operon	ap1	0.007490239842671731	0.1173868939931963	0.08700250706576815	0.1805340210728652	0.04987021518459492	0.1113539632572648	0.08234960794626398	0.008343961932947567	0.0067967750646757644	0.09436277948656907	0.08072917487683849	0.21439727159965247	0.1559769631578974	0.3315369223756049	0.00010751538627813688	0.001636421297374315	0.0006574818357075259	0.006356262505721896	0.0026400947302821108	0.0017264821242304153	0.002620163021686682	0.00022711795311747114	2.038212675155793e-05	0.0008884441723682051	0.0014472495702384555	0.008922061231661964	0.0057670632473988005	0.0020711611951259507
ecoli_dream5_operon	ecoli_regulondb_operon	ap2	0.019625637275656308	0.1477237814414158	0.14215582418538614	0.15378484445537438	0.08061524894858225	0.06751661288581172	0.12054169306741495	0.01904733930350177	0.02045162509448224	0.17460191484001006	0.12075236945334986	0.2190740740740741	0.1192176730079956	0.400082492958217	0.0025061717810499315	0.007359870721623106	0.007555487099334588	0.007455148752309322	0.0041290822820634785	0.013882021279047526	0.008763412936646205	0.002968726507813749	0.0024712119778824266	0.012106546321568663	0.011963353966805966	0.02541252821426919	0.006103759176281302	0.04593571690758532
ecoli_dream5_operon	ecoli_regulondb_operon	ap3	0.007555453432226797	0.11588966864968828	0.08521206737644445	0.18205471643936988	0.04854918514181092	0.1170523223475432	0.07914840838651896	0.00881509472553232	0.006661546712228877	0.09172591321071882	0.07958566216186666	0.2198903917951537	0.15549249374363958	0.32829896684593696	8.666397479045942e-05	0.002038701455383825	0.000941192069136306	0.014987485262457962	0.0031724003958526954	0.00013190482166125527	0.013810355384222315	0.0006220982656493061	0.0004521292067775796	0.0002791210648250706	0.001834099183747321	0.025099435034294248	0.009393663101621649	0.017435691867316652
ecoli_dream5_operon	ecoli_regulondb_operon	mcl1	0.005278762024181359	0.11609113955720335	0.08704558673139441	0.17422998652908092	0.0711219212537059	0.11253257305684833	0.10868585752113497	0.003763291223661937	0.008874190466559788	0.08666336659206769	0.08746483663309998	0.13967858012761825	0.2328135614898884	0.4177340564630239	8.321400993760458e-05	0.0010767106588972716	0.0009353232336032439	0.0011015185498620828	0.0014133494943084895	0.002460574612797534	0.007629107874168791	5.7312472558461074e-05	0.000588869583561407	0.0018105418741923168	0.001201277571906655	0.004691185596054794	0.014892535341204454	0.032811819282363264
ecoli_dream5_operon	ecoli_regulondb_operon	mcl2	0.00404445181670199	0.11271110515362175	0.08948515101268692	0.15244652930569574	0.05148455400934205	0.09467718071736188	0.08977217334324232	0.00301571870252849	0.006214341410945076	0.09958735031421953	0.08134960048951455	0.13196874630137992	0.18323654931240074	0.4637434235947999	0.0005635879403062983	0.005350939276286461	0.0025826499963779704	0.012212831019927798	0.010787664788185651	0.013561364615544042	0.0109023430104289	0.00028061853947619907	0.0014894980604139214	0.00015440431084475257	0.004440718960494633	0.001437659253900612	0.03381001551392497	0.022236824779320968
ecoli_dream5_operon	ecoli_regulondb_operon	mcl3	0.005365945299216938	0.11619738225157715	0.08713533849316285	0.17434854065873606	0.0695669491782704	0.11082567409979532	0.1057617114291238	0.00376954367880704	0.009307856544307243	0.08808322679605257	0.08625815611930583	0.13614896059134465	0.2424026311453717	0.4261966801676359	9.904551869457244e-05	0.0009169669569359432	0.00080047334287713	0.0009228344099824994	0.002509849928322031	0.0044256156347735505	0.0114451640244474	6.619041075015888e-05	0.0001925069676230012	0.0007908059348202321	0.002288898432576061	0.0017032870025646054	0.0018755869908629284	0.019534814826762312
ecoli_dream5_operon	ecoli_regulondb_operon	minimal	0.015870821008096118	0.16014498817107442	0.10601304317593267	0.3272378214938261	0.0956505525499036	0.2891062752449981	0.10594795539033458	0.015644290508524537	0.016104008255107834	0.10629331618823444	0.1057342443180065	0.32930671545860124	0.3251947611879914	0.1507057130234622	5.141389067041533e-10	0.0036531663	2.0565556268166127e-09	5.8168177184375124e-09	0.0	0.0	0.0025688129	4.809329095243683e-10	5.748247726339546e-10	0.0	0.0	5.8168177184375124e-09	0.0075554607	2.9084088592187562e-09
ecoli_dream5_operon	ecoli_regulondb_operon	strict	0.003864057589858717	0.11016061914175593	0.08941647153089154	0.14343757875105612	0.04608159330381552	0.0925974075815495	0.09177478210239524	0.0028699215230906607	0.005914149193124934	0.11419161646434378	0.07352167753572658	0.11124198967336224	0.20520573702391884	0.4615204162841528	0.0003653446603490365	0.0024691513613420268	0.0019425487852443575	0.003373825851421482	0.0025344292557527483	0.002454441239685301	0.011024858818427923	0.00024802067372681907	0.0006594261651237231	0.0054287451269857045	0.0004067687646007625	0.0035802745440019173	0.028047685587316164	0.04562935036038928
ecoli_dream5_operon	ecoli_regulondb_operon	tc1	0.008505937918738627	0.12272383101764844	0.08624877075466318	0.2126586366040911	0.0645129653439041	0.1343698769343158	0.1104396371144976	0.007856241734820059	0.009287357885134972	0.08894638129459694	0.08372819069295998	0.20226790246790247	0.22443445518820584	0.20862374005847725	0.0003385812160288817	0.0001973844443271094	8.746102161465925e-05	0.0006549880004157253	0.00012960025764799865	0.004791582049247964	0.004638198090387573	0.0005329827465861009	9.333478915347252e-05	0.0008928612301673242	0.0009966564099934637	0.005535397805436832	0.00477784693057032	0.00615821520587881
ecoli_dream5_operon	ecoli_regulondb_operon	tc2	0.014843368461072232	0.13575845304861398	0.08711037527328408	0.3075996538320769	0.07519120358491793	0.2671097768357699	0.120765905133334	0.01467251977737384	0.015018258248624163	0.08816922057734562	0.08607770582092011	0.310236342278438	0.3057500257485331	0.11520694640305698	0.00010942463108651386	0.002490507207553776	0.0011320776407642073	0.011304078839793051	0.000500869883288619	0.008562129570438707	0.0041548571161141475	9.749019035165796e-05	0.00012188075511255215	0.0013727012620368404	0.0009012600508080113	0.0001524275359517142	0.02159241201861664	0.004211312364759102
ecoli_dream5_operon	ecoli_regulondb_operon	tc3	0.009258147452487693	0.13227784063156006	0.09342291795976512	0.22775495406775065	0.0667202354342603	0.1437781555834403	0.11551156113980715	0.008533065931223945	0.010131147705145487	0.09690563807283402	0.09023622235593913	0.20811422200987412	0.2527784407635493	0.2502145090942513	9.503762606403951e-05	0.007627123289495931	0.0075591227446397905	0.004738001757881995	0.004012430851093568	0.002507204115976825	0.006909877339030119	0.0002686568364367808	0.00020956078963636063	0.009435087779126005	0.005949099052876938	0.011966084228406712	0.011840001116185198	0.012763149339015407
synth_ecoli_regulondb	ecoli_regulondb	ap1	0.0048405563	0.09703913369999999	0.0727844421	0.1455460152	0.043673007699999995	0.09578791119999999	0.073877149	0.0050604798999999995	0.0046447456	0.07745504889999999	0.06866408660000001	0.1571303706	0.1355662483	0.3833111121	7.13023104679e-05	0.00039190769999999995	0.0005158564	0.0003079559	0.0012040925	0.0022077298999999997	0.0073452546	6.7774887055e-05	0.0001818257	0.0015633137	0.00033156900000000004	0.0016369914	0.0006692285000000001	0.0066881137
synth_ecoli_regulondb	ecoli_regulondb	ap2	0.0103598749	0.13940052949999998	0.11901094960000001	0.1682210402	0.0705047236	0.0815059131	0.1024390244	0.008383992	0.013554249099999999	0.1408575877	0.10303109939999999	0.1761915372	0.1609404663	0.5212711441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
synth_ecoli_regulondb	ecoli_regulondb	ap3	0.0045359067999999995	0.0938564616	0.069988357	0.1424312708	0.0425997237	0.09434860800000001	0.0719191119	0.0048564844	0.0042554302	0.0733848274	0.0669250838	0.1529153486	0.1333685019	0.3782173814	9.79153907434e-05	0.0004348038	0.0004414356	0.0001734362	0.0008524209	0.0018912142999999999	0.0045010047	0.00014250540000000002	6.27521377174e-05	0.0008159332000000001	0.0014714982	0.0027904783	0.0023946263	0.0005549012000000001
synth_ecoli_regulondb	ecoli_regulondb	mcl1	0.0035100334	0.09412496570000001	0.0681991794	0.15202122939999999	0.05687203690000001	0.0959009123	0.0580164006	0.0026492676	0.0052005699	0.0695440771	0.0669129783	0.127326631	0.1886566544	0.36273441	5.43993446561e-05	0.0012053114999999999	0.0017772298	0.0023755559	0.0016997563	0.0022851589	0.007353768	2.35386748764e-05	0.000148497	0.0013394267000000001	0.0022181685	0.0007914346	0.0055219578	0.0071400766000000015
synth_ecoli_regulondb	ecoli_regulondb	mcl2	0.0025948079	0.0897634542	0.0680107133	0.1321092019	0.048074547599999996	0.08523051109999999	0.0643020164	0.0019880898	0.003734845	0.07265029190000001	0.0639776288	0.1167455326	0.152275949	0.4115958027	0.00018370009999999997	0.0016030083999999999	0.0019962973000000003	0.0025719376	0.0023796881	0.0005218539	0.002285593	0.0001462328	0.0002469338	0.0035792853000000007	0.0011644951	0.0018378265	0.0060387343	0.0017196286
synth_ecoli_regulondb	ecoli_regulondb	mcl3	0.0036186708000000003	0.0953147117	0.06879940429999999	0.155133771	0.057448999199999996	0.09571810050000001	0.056337478899999995	0.0027477544	0.0052986115000000006	0.0696120955	0.0680255059	0.1287173294	0.1952222579	0.3609280553	0.0001700211	0.0022868571	0.0021040228	0.0015375055	0.0009540336	0.0018714854000000001	0.004522631	0.0001251945	0.0002696495	0.0014623935999999998	0.0028240340999999996	0.0007427711	0.0036690564	0.0057984077
synth_ecoli_regulondb	ecoli_regulondb	minimal	0.00855878993832387	0.12522474105470355	0.0806145057665877	0.28061343129658883	0.07038260158275664	0.24080231722320303	0.06715918512293481	0.008957426933700113	0.008202194508907305	0.08187026174998285	0.07941029829208991	0.27760233543519997	0.2841320461693026	0.1432262105665302	0.0004888097487613276	0.0027926975506267437	0.0020776188395610047	0.007608607559029186	0.0019383098320587214	0.005756801120254263	0.0029970212666037784	0.0006111613384262172	0.00044367438109585737	0.002159186980876629	0.0022514243652298153	0.012494698114296132	0.008792988227495054	0.004052091976163939
synth_ecoli_regulondb	ecoli_regulondb	strict	0.0016888402	0.0839682182	0.0637666119	0.12291039720000001	0.0236187759	0.0747080423	0.06624762349999999	0.0013056405	0.0024073679	0.0845626511	0.0512271258	0.0973913568	0.1668015425	0.5092552847	8.43656423435e-05	0.0032852151000000002	0.0023174982	0.0054636063	0.0010778427	0.0042918667	0.0033303745000000003	0.000107975	0.00011101	0.0006408429	0.0028064261	0.0029735284999999998	0.012136626499999999	0.0070266085
